1000, 2
20760406, 1200, 22.110000000000017, 280.38999999999874, 25.0
20760406, 1800, 22.35257709513513, 280.1291032942072, 24.785755433188015
43, 35
20760512, 0000, 5.179999999999975, 337.5799999999995, 25.0
20760512, 0600, 5.747321023016571, 337.5612419574437, 28.54517424663611
20760512, 1200, 6.281512629927914, 337.5853407521343, 32.09034849327222
20760512, 1800, 6.791651181038262, 337.6612051994238, 32.47540492462586
20760513, 0000, 7.2735666263547625, 337.83468229549044, 32.86046135597951
20760513, 0600, 7.725719711743821, 338.0910308617943, 34.57904304951007
20760513, 1200, 8.13342578659798, 338.3620311702436, 36.29762474304063
20760513, 1800, 8.522808351730156, 338.5617091139113, 36.08054950054278
20760514, 0000, 8.85448792693998, 338.76697463665136, 35.86347425804493
20760514, 0600, 9.170839143755492, 339.05501291186795, 37.3026515079652
20760514, 1200, 9.484777581815184, 339.4151422798053, 38.74182875788547
20760514, 1800, 9.74850388763296, 339.72289649826865, 46.795347679345966
20760515, 0000, 9.96045087041514, 339.86584730532724, 54.84886660080645
20760515, 0600, 10.137380871131132, 339.98708484243184, 58.89486360860081
20760515, 1200, 10.316104268105683, 340.1697826252171, 62.94086061639516
20760515, 1800, 10.481493478433963, 340.3523618226546, 63.66547898854206
20760516, 0000, 10.580926665743656, 340.39137867183433, 64.39009736068897
20760516, 0600, 10.595261971982637, 340.19161952318825, 67.16838643311476
20760516, 1200, 10.552030948103914, 339.75812402264904, 69.94667550554055
20760516, 1800, 10.49130592985535, 339.1135183770117, 68.8436258232949
20760517, 0000, 10.420464401559805, 338.19312891025544, 67.74057614104925
20760517, 0600, 10.369040345601274, 337.0515970905984, 64.28920205476577
20760517, 1200, 10.328118753305981, 335.7268686406927, 60.83782796848229
20760517, 1800, 10.311409911494652, 334.30564511997585, 59.08515477865748
20760518, 0000, 10.302632183248356, 332.79482773194604, 57.332481588832685
20760518, 0600, 10.280529294068847, 331.21963200124486, 59.93271134240787
20760518, 1200, 10.24531470669691, 329.649999538659, 62.532941095983055
20760518, 1800, 10.207566814044217, 328.16516699052494, 54.84583160246429
20760519, 0000, 10.167647881337542, 326.782733760138, 47.158722108945526
20760519, 0600, 10.076899631213136, 325.4917713791464, 37.052638978672555
20760519, 1200, 9.93182325619575, 324.30044543204326, 26.946555848399584
20760519, 1800, 9.748337582311288, 323.25258946201166, 24.59716498745933
20760520, 0000, 9.497270959505387, 322.21474804721464, 22.247774126519076
20760520, 0600, 9.233235378350788, 321.18884419944453, 19.228271066249476
20760520, 1200, 8.956537264366625, 320.1562438145451, 16.208768005979874
22, 23
20760610, 0000, 9.979999999999958, 324.1999999999989, 25.0
20760610, 0600, 10.459952591216497, 322.9934485306245, 30.430569177208206
20760610, 1200, 10.927054886303402, 321.8253614026455, 35.86113835441641
20760610, 1800, 11.358128513584397, 320.7126563951887, 38.25324835974524
20760611, 0000, 11.713442508807043, 319.5343443712766, 40.64535836507407
20760611, 0600, 11.96640185244443, 318.2591300014057, 44.60437046776612
20760611, 1200, 12.064031873107798, 316.8569852972775, 48.56338257045816
20760611, 1800, 12.028598740107132, 315.34421667074685, 49.295720361050954
20760612, 0000, 11.968849074876692, 313.73376796281843, 50.02805815164375
20760612, 0600, 11.933129682329373, 311.9869182688783, 54.73329431329465
20760612, 1200, 11.910670376325008, 310.1205597531834, 59.43853047494555
20760612, 1800, 11.876211082920639, 308.146883551722, 54.853860986712974
20760613, 0000, 11.802647515425177, 306.08253290449187, 50.2691914984804
20760613, 0600, 11.681086019813739, 303.94597425406783, 49.87731975381652
20760613, 1200, 11.487582091917245, 301.7992263987146, 49.48544800915264
20760613, 1800, 11.178794479221628, 299.67858914015915, 49.098393752612395
20760614, 0000, 10.748431530683325, 297.5883431678143, 48.711339496072156
20760614, 0600, 10.28624328980971, 295.5329725823083, 39.10022022308328
20760614, 1200, 9.856355087606895, 293.55832478491055, 29.489100950094397
20760614, 1800, 9.418546031624109, 291.7487526551698, 22.96265333546904
20760615, 0000, 9.02410423535054, 289.9946234651011, 16.43620572084368
20760615, 0600, 8.687025885834036, 288.27731349934163, 16.891684592114625
20760615, 1200, 8.408979294094356, 286.6004719909783, 17.34716346338557
122, 27
20760612, 0000, 29.360000000000213, 280.119999999999, 25.0
20760612, 0600, 30.14349728901178, 279.6400819158426, 24.208106447379198
20760612, 1200, 30.949726494543423, 279.65086554416285, 23.416212894758395
20760612, 1800, 31.80435394185473, 279.8411450816734, 23.21948381710728
20760613, 0000, 32.66481180733863, 280.46171595032183, 23.022754739456172
20760613, 0600, 33.4942594901155, 281.52728338087786, 27.870491305671543
20760613, 1200, 34.36254713969062, 283.0525869550486, 32.71822787188691
20760613, 1800, 35.236147072684126, 284.801833976845, 35.243708059690206
20760614, 0000, 36.00654845878302, 286.1861634820022, 37.769188247493496
20760614, 0600, 36.36724601612685, 287.16479634538996, 38.857159423084596
20760614, 1200, 36.556730436107465, 288.1322073149027, 39.9451305986757
20760614, 1800, 36.69741935577066, 289.3939370419143, 45.88615070711561
20760615, 0000, 36.93419211747486, 290.96817505801573, 51.82717081555552
20760615, 0600, 37.165561591453546, 292.48228042890827, 55.07011773914303
20760615, 1200, 37.21236935036933, 293.76822530055085, 58.31306466273054
20760615, 1800, 37.069806690664535, 294.76129739312455, 56.03030058063081
20760616, 0000, 36.82948855629657, 295.49061240618414, 53.747536498531076
20760616, 0600, 36.471016368068085, 296.1221589766798, 51.00482402185718
20760616, 1200, 35.998355343923336, 296.69750682913025, 48.26211154518329
